"bmx","WT","resp","ID","x","y","PRED","vachette.cov1","dosenr"
0.000251188643150958,70,0.00251125563261462,1,0.000251188643150958,0.00251125563261462,0.00251125563261462,70,1
0.000251188643150958,30,0.000251182333735998,1,0.000251188643150958,0.000251182333735998,0.000251182333735998,30,1
0.000316227766016838,70,0.00316127797629618,1,0.000316227766016838,0.00316127797629618,0.00316127797629618,70,1
0.000316227766016838,30,0.000316217766333056,1,0.000316227766016838,0.000316217766333056,0.000316217766333056,30,1
0.000398107170553497,70,0.00397948744304877,1,0.000398107170553497,0.00397948744304877,0.00397948744304877,70,1
0.000398107170553497,30,0.000398091322252505,1,0.000398107170553497,0.000398091322252505,0.000398091322252505,30,1
0.000501187233627273,70,0.00500936170813599,1,0.000501187233627273,0.00500936170813599,0.00500936170813599,70,1
0.000501187233627273,30,0.00050116211602182,1,0.000501187233627273,0.00050116211602182,0.00050116211602182,30,1
0.000630957344480193,70,0.00630559488339893,1,0.000630957344480193,0.00630559488339893,0.00630559488339893,70,1
0.000630957344480193,30,0.000630917536274866,1,0.000630957344480193,0.000630917536274866,0.000630917536274866,30,1
0.000794328234724281,70,0.00793697778169244,1,0.000794328234724281,0.00793697778169244,0.00793697778169244,70,1
0.000794328234724281,30,0.000794265144001308,1,0.000794328234724281,0.000794265144001308,0.000794265144001308,30,1
0.001,70,0.00999000999000999,1,0.001,0.00999000999000999,0.00999000999000999,70,1
0.001,30,0.000999900009999,1,0.001,0.000999900009999,0.000999900009999,30,1
0.00125892541179417,70,0.0125734251135529,1,0.00125892541179417,0.0125734251135529,0.0125734251135529,70,1
0.00125892541179417,30,0.00125876694242503,1,0.00125892541179417,0.00125876694242503,0.00125876694242503,30,1
0.00158489319246111,70,0.0158238528080172,1,0.00158489319246111,0.0158238528080172,0.0158238528080172,70,1
0.00158489319246111,30,0.00158464204362237,1,0.00158489319246111,0.00158464204362237,0.00158464204362237,30,1
0.00199526231496888,70,0.0199128917072832,1,0.00199526231496888,0.0199128917072832,0.0199128917072832,70,1
0.00199526231496888,30,0.0019948642872153,1,0.00199526231496888,0.0019948642872153,0.0019948642872153,30,1
0.00251188643150958,70,0.0250559266728573,1,0.00251188643150958,0.0250559266728573,0.0250559266728573,70,1
0.00251188643150958,30,0.00251125563261462,1,0.00251188643150958,0.00251125563261462,0.00251125563261462,30,1
0.00316227766016838,70,0.0315230918326021,1,0.00316227766016838,0.0315230918326021,0.0315230918326021,70,1
0.00316227766016838,30,0.00316127797629618,1,0.00316227766016838,0.00316127797629618,0.00316127797629618,30,1
0.00398107170553497,70,0.039652856191522,1,0.00398107170553497,0.039652856191522,0.039652856191522,70,1
0.00398107170553497,30,0.00397948744304877,1,0.00398107170553497,0.00397948744304877,0.00397948744304877,30,1
0.00501187233627272,70,0.0498687873668797,1,0.00501187233627272,0.0498687873668797,0.0498687873668797,70,1
0.00501187233627272,30,0.00500936170813599,1,0.00501187233627272,0.00500936170813599,0.00500936170813599,30,1
0.00630957344480193,70,0.0627001234143384,1,0.00630957344480193,0.0627001234143384,0.0627001234143384,70,1
0.00630957344480193,30,0.00630559488339893,1,0.00630957344480193,0.00630559488339893,0.00630559488339893,30,1
0.00794328234724281,70,0.0788068385033028,1,0.00794328234724281,0.0788068385033028,0.0788068385033028,70,1
0.00794328234724281,30,0.00793697778169244,1,0.00794328234724281,0.00793697778169244,0.00793697778169244,30,1
0.01,70,0.099009900990099,1,0.01,0.099009900990099,0.099009900990099,70,1
0.01,30,0.00999000999000999,1,0.01,0.00999000999000999,0.00999000999000999,30,1
0.0125892541179417,70,0.124327352544424,1,0.0125892541179417,0.124327352544424,0.124327352544424,70,1
0.0125892541179417,30,0.0125734251135529,1,0.0125892541179417,0.0125734251135529,0.0125734251135529,30,1
0.0158489319246111,70,0.156016622418296,1,0.0158489319246111,0.156016622418296,0.156016622418296,70,1
0.0158489319246111,30,0.0158238528080172,1,0.0158489319246111,0.0158238528080172,0.0158238528080172,30,1
0.0199526231496888,70,0.195623038725795,1,0.0199526231496888,0.195623038725795,0.195623038725795,70,1
0.0199526231496888,30,0.0199128917072832,1,0.0199526231496888,0.0199128917072832,0.0199128917072832,30,1
0.0251188643150958,70,0.24503367550336,1,0.0251188643150958,0.24503367550336,0.24503367550336,70,1
0.0251188643150958,30,0.0250559266728573,1,0.0251188643150958,0.0250559266728573,0.0250559266728573,30,1
0.0316227766016838,70,0.306534300317155,1,0.0316227766016838,0.306534300317155,0.306534300317155,70,1
0.0316227766016838,30,0.0315230918326021,1,0.0316227766016838,0.0315230918326021,0.0315230918326021,30,1
0.0398107170553497,70,0.382865038822547,1,0.0398107170553497,0.382865038822547,0.382865038822547,70,1
0.0398107170553497,30,0.039652856191522,1,0.0398107170553497,0.039652856191522,0.039652856191522,30,1
0.0501187233627272,70,0.477267210342039,1,0.0501187233627272,0.477267210342039,0.477267210342039,70,1
0.0501187233627272,30,0.0498687873668797,1,0.0501187233627272,0.0498687873668797,0.0498687873668797,30,1
0.0630957344480193,70,0.593509431027676,1,0.0630957344480193,0.593509431027676,0.593509431027676,70,1
0.0630957344480193,30,0.0627001234143384,1,0.0630957344480193,0.0627001234143384,0.0627001234143384,30,1
0.0794328234724281,70,0.735875561175735,1,0.0794328234724281,0.735875561175735,0.735875561175735,70,1
0.0794328234724281,30,0.0788068385033028,1,0.0794328234724281,0.0788068385033028,0.0788068385033028,30,1
0.1,70,0.909090909090909,1,0.1,0.909090909090909,0.909090909090909,70,1
0.1,30,0.099009900990099,1,0.1,0.099009900990099,0.099009900990099,30,1
0.125892541179417,70,1.11815769778117,1,0.125892541179417,1.11815769778117,1.11815769778117,70,1
0.125892541179417,30,0.124327352544424,1,0.125892541179417,0.124327352544424,0.124327352544424,30,1
0.158489319246111,70,1.3680688860321,1,0.158489319246111,1.3680688860321,1.3680688860321,70,1
0.158489319246111,30,0.156016622418296,1,0.158489319246111,0.156016622418296,0.156016622418296,30,1
0.199526231496888,70,1.66337530816562,1,0.199526231496888,1.66337530816562,1.66337530816562,70,1
0.199526231496888,30,0.195623038725795,1,0.199526231496888,0.195623038725795,0.195623038725795,30,1
0.251188643150958,70,2.00760008913102,1,0.251188643150958,2.00760008913102,2.00760008913102,70,1
0.251188643150958,30,0.24503367550336,1,0.251188643150958,0.24503367550336,0.24503367550336,30,1
0.316227766016838,70,2.40253073352042,1,0.316227766016838,2.40253073352042,2.40253073352042,70,1
0.316227766016838,30,0.306534300317155,1,0.316227766016838,0.306534300317155,0.306534300317155,30,1
0.398107170553497,70,2.84747248950801,1,0.398107170553497,2.84747248950801,2.84747248950801,70,1
0.398107170553497,30,0.382865038822547,1,0.398107170553497,0.382865038822547,0.382865038822547,30,1
0.501187233627272,70,3.33860575416878,1,0.501187233627272,3.33860575416878,3.33860575416878,70,1
0.501187233627272,30,0.477267210342039,1,0.501187233627272,0.477267210342039,0.477267210342039,30,1
0.630957344480193,70,3.86863179846857,1,0.630957344480193,3.86863179846857,3.86863179846857,70,1
0.630957344480193,30,0.593509431027676,1,0.630957344480193,0.593509431027676,0.593509431027676,30,1
0.794328234724281,70,4.42688366237707,1,0.794328234724281,4.42688366237707,4.42688366237707,70,1
0.794328234724281,30,0.735875561175735,1,0.794328234724281,0.735875561175735,0.735875561175735,30,1
1,70,5,1,1,5,5,70,1
1,30,0.909090909090909,1,1,0.909090909090909,0.909090909090909,30,1
1.25892541179417,70,5.57311633762293,1,1.25892541179417,5.57311633762293,5.57311633762293,70,1
1.25892541179417,30,1.11815769778117,1,1.25892541179417,1.11815769778117,1.11815769778117,30,1
1.58489319246111,70,6.13136820153143,1,1.58489319246111,6.13136820153143,6.13136820153143,70,1
1.58489319246111,30,1.3680688860321,1,1.58489319246111,1.3680688860321,1.3680688860321,30,1
1.99526231496888,70,6.66139424583122,1,1.99526231496888,6.66139424583122,6.66139424583122,70,1
1.99526231496888,30,1.66337530816562,1,1.99526231496888,1.66337530816562,1.66337530816562,30,1
2.51188643150958,70,7.15252751049199,1,2.51188643150958,7.15252751049199,7.15252751049199,70,1
2.51188643150958,30,2.00760008913102,1,2.51188643150958,2.00760008913102,2.00760008913102,30,1
3.16227766016838,70,7.59746926647958,1,3.16227766016838,7.59746926647958,7.59746926647958,70,1
3.16227766016838,30,2.40253073352042,1,3.16227766016838,2.40253073352042,2.40253073352042,30,1
3.98107170553497,70,7.99239991086898,1,3.98107170553497,7.99239991086898,7.99239991086898,70,1
3.98107170553497,30,2.84747248950801,1,3.98107170553497,2.84747248950801,2.84747248950801,30,1
5.01187233627272,70,8.33662469183438,1,5.01187233627272,8.33662469183438,8.33662469183438,70,1
5.01187233627272,30,3.33860575416878,1,5.01187233627272,3.33860575416878,3.33860575416878,30,1
6.30957344480193,70,8.6319311139679,1,6.30957344480193,8.6319311139679,8.6319311139679,70,1
6.30957344480193,30,3.86863179846857,1,6.30957344480193,3.86863179846857,3.86863179846857,30,1
7.94328234724282,70,8.88184230221883,1,7.94328234724282,8.88184230221883,8.88184230221883,70,1
7.94328234724282,30,4.42688366237707,1,7.94328234724282,4.42688366237707,4.42688366237707,30,1
10,70,9.09090909090909,1,10,9.09090909090909,9.09090909090909,70,1
10,30,5,1,10,5,5,30,1
12.5892541179417,70,9.26412443882426,1,12.5892541179417,9.26412443882426,9.26412443882426,70,1
12.5892541179417,30,5.57311633762293,1,12.5892541179417,5.57311633762293,5.57311633762293,30,1
15.8489319246111,70,9.40649056897233,1,15.8489319246111,9.40649056897233,9.40649056897233,70,1
15.8489319246111,30,6.13136820153143,1,15.8489319246111,6.13136820153143,6.13136820153143,30,1
19.9526231496888,70,9.52273278965796,1,19.9526231496888,9.52273278965796,9.52273278965796,70,1
19.9526231496888,30,6.66139424583122,1,19.9526231496888,6.66139424583122,6.66139424583122,30,1
25.1188643150958,70,9.61713496117745,1,25.1188643150958,9.61713496117745,9.61713496117745,70,1
25.1188643150958,30,7.15252751049199,1,25.1188643150958,7.15252751049199,7.15252751049199,30,1
31.6227766016838,70,9.69346569968284,1,31.6227766016838,9.69346569968284,9.69346569968284,70,1
31.6227766016838,30,7.59746926647958,1,31.6227766016838,7.59746926647958,7.59746926647958,30,1
39.8107170553497,70,9.75496632449664,1,39.8107170553497,9.75496632449664,9.75496632449664,70,1
39.8107170553497,30,7.99239991086898,1,39.8107170553497,7.99239991086898,7.99239991086898,30,1
50.1187233627272,70,9.8043769612742,1,50.1187233627272,9.8043769612742,9.8043769612742,70,1
50.1187233627272,30,8.33662469183438,1,50.1187233627272,8.33662469183438,8.33662469183438,30,1
63.0957344480193,70,9.8439833775817,1,63.0957344480193,9.8439833775817,9.8439833775817,70,1
63.0957344480193,30,8.6319311139679,1,63.0957344480193,8.6319311139679,8.6319311139679,30,1
79.4328234724281,70,9.87567264745558,1,79.4328234724281,9.87567264745558,9.87567264745558,70,1
79.4328234724281,30,8.88184230221883,1,79.4328234724281,8.88184230221883,8.88184230221883,30,1
100,70,9.9009900990099,1,100,9.9009900990099,9.9009900990099,70,1
100,30,9.09090909090909,1,100,9.09090909090909,9.09090909090909,30,1
125.892541179417,70,9.9211931614967,1,125.892541179417,9.9211931614967,9.9211931614967,70,1
125.892541179417,30,9.26412443882426,1,125.892541179417,9.26412443882426,9.26412443882426,30,1
158.489319246111,70,9.93729987658566,1,158.489319246111,9.93729987658566,9.93729987658566,70,1
158.489319246111,30,9.40649056897233,1,158.489319246111,9.40649056897233,9.40649056897233,30,1
199.526231496888,70,9.95013121263312,1,199.526231496888,9.95013121263312,9.95013121263312,70,1
199.526231496888,30,9.52273278965796,1,199.526231496888,9.52273278965796,9.52273278965796,30,1
251.188643150958,70,9.96034714380848,1,251.188643150958,9.96034714380848,9.96034714380848,70,1
251.188643150958,30,9.61713496117745,1,251.188643150958,9.61713496117745,9.61713496117745,30,1
316.227766016838,70,9.9684769081674,1,316.227766016838,9.9684769081674,9.9684769081674,70,1
316.227766016838,30,9.69346569968284,1,316.227766016838,9.69346569968284,9.69346569968284,30,1
398.107170553497,70,9.97494407332714,1,398.107170553497,9.97494407332714,9.97494407332714,70,1
398.107170553497,30,9.75496632449664,1,398.107170553497,9.75496632449664,9.75496632449664,30,1
501.187233627272,70,9.98008710829272,1,501.187233627272,9.98008710829272,9.98008710829272,70,1
501.187233627272,30,9.80437696127421,1,501.187233627272,9.80437696127421,9.80437696127421,30,1
630.957344480193,70,9.98417614719198,1,630.957344480193,9.98417614719198,9.98417614719198,70,1
630.957344480193,30,9.8439833775817,1,630.957344480193,9.8439833775817,9.8439833775817,30,1
794.328234724281,70,9.98742657488645,1,794.328234724281,9.98742657488645,9.98742657488645,70,1
794.328234724281,30,9.87567264745558,1,794.328234724281,9.87567264745558,9.87567264745558,30,1
1000,70,9.99000999000999,1,1000,9.99000999000999,9.99000999000999,70,1
1000,30,9.9009900990099,1,1000,9.9009900990099,9.9009900990099,30,1
1258.92541179417,70,9.99206302221831,1,1258.92541179417,9.99206302221831,9.99206302221831,70,1
1258.92541179417,30,9.9211931614967,1,1258.92541179417,9.9211931614967,9.9211931614967,30,1
1584.89319246111,70,9.9936944051166,1,1584.89319246111,9.9936944051166,9.9936944051166,70,1
1584.89319246111,30,9.93729987658566,1,1584.89319246111,9.93729987658566,9.93729987658566,30,1
1995.26231496888,70,9.99499063829186,1,1995.26231496888,9.99499063829186,9.99499063829186,70,1
1995.26231496888,30,9.95013121263312,1,1995.26231496888,9.95013121263312,9.95013121263312,30,1
2511.88643150958,70,9.99602051255695,1,2511.88643150958,9.99602051255695,9.99602051255695,70,1
2511.88643150958,30,9.96034714380848,1,2511.88643150958,9.96034714380848,9.96034714380848,30,1
3162.27766016838,70,9.9968387220237,1,3162.27766016838,9.9968387220237,9.9968387220237,70,1
3162.27766016838,30,9.9684769081674,1,3162.27766016838,9.9684769081674,9.9684769081674,30,1
3981.07170553497,70,9.99748874436739,1,3981.07170553497,9.99748874436739,9.99748874436739,70,1
3981.07170553497,30,9.97494407332714,1,3981.07170553497,9.97494407332714,9.97494407332714,30,1
5011.87233627273,70,9.99800513571278,1,5011.87233627273,9.99800513571278,9.99800513571278,70,1
5011.87233627273,30,9.98008710829272,1,5011.87233627273,9.98008710829272,9.98008710829272,30,1
6309.57344480193,70,9.99841535795638,1,6309.57344480193,9.99841535795638,9.99841535795638,70,1
6309.57344480193,30,9.98417614719198,1,6309.57344480193,9.98417614719198,9.98417614719198,30,1
7943.28234724281,70,9.99874123305758,1,7943.28234724281,9.99874123305758,9.99874123305758,70,1
7943.28234724281,30,9.98742657488645,1,7943.28234724281,9.98742657488645,9.98742657488645,30,1
10000,70,9.99900009999,1,10000,9.99900009999,9.99900009999,70,1
10000,30,9.99000999000999,1,10000,9.99000999000999,9.99000999000999,30,1
12589.2541179417,70,9.999205734856,1,12589.2541179417,9.999205734856,9.999205734856,70,1
12589.2541179417,30,9.99206302221831,1,12589.2541179417,9.99206302221831,9.99206302221831,30,1
15848.9319246111,70,9.99936908246372,1,15848.9319246111,9.99936908246372,9.99936908246372,70,1
15848.9319246111,30,9.9936944051166,1,15848.9319246111,9.9936944051166,9.9936944051166,30,1
19952.6231496888,70,9.99949883788398,1,19952.6231496888,9.99949883788398,9.99949883788398,70,1
19952.6231496888,30,9.99499063829187,1,19952.6231496888,9.99499063829187,9.99499063829187,30,1
25118.8643150958,70,9.99960190867775,1,25118.8643150958,9.99960190867775,9.99960190867775,70,1
25118.8643150958,30,9.99602051255695,1,25118.8643150958,9.99602051255695,9.99602051255695,30,1
31622.7766016838,70,9.99968378223367,1,31622.7766016838,9.99968378223367,9.99968378223367,70,1
31622.7766016838,30,9.9968387220237,1,31622.7766016838,9.9968387220237,9.9968387220237,30,1
39810.7170553497,70,9.99974881766626,1,39810.7170553497,9.99974881766626,9.99974881766626,70,1
39810.7170553497,30,9.99748874436739,1,39810.7170553497,9.99748874436739,9.99748874436739,30,1
50118.7233627273,70,9.9998004777495,1,50118.7233627273,9.9998004777495,9.9998004777495,70,1
50118.7233627273,30,9.99800513571279,1,50118.7233627273,9.99800513571279,9.99800513571279,30,1
63095.7344480193,70,9.9998415131926,1,63095.7344480193,9.9998415131926,9.9998415131926,70,1
63095.7344480193,30,9.99841535795638,1,63095.7344480193,9.99841535795638,9.99841535795638,30,1
79432.8234724282,70,9.99987410904369,1,79432.8234724282,9.99987410904369,9.99987410904369,70,1
79432.8234724282,30,9.99874123305757,1,79432.8234724282,9.99874123305757,9.99874123305757,30,1
100000,70,9.99990000099999,1,100000,9.99990000099999,9.99990000099999,70,1
100000,30,9.99900009999,1,100000,9.99900009999,9.99900009999,30,1
